NombreCliente,NombreProducto,CantidadVendida,TotalVenta
James Schaefer,Bring,4,2847.44000000
James Schaefer,Follow,4,1280.24000000
James Schaefer,Attention,1,271.49000000
James Schaefer,Focus,5,2993.85000000
Sophia Gutierrez,Memory,8,3864.08000000
Sophia Gutierrez,When,4,3871.64000000
Sophia Gutierrez,Choice,5,291.05000000
Luis Tyler,Personal,2,1257.82000000
Luis Tyler,Thousand,4,3277.12000000
Luis Tyler,Try,9,6929.82000000
Luis Tyler,Theory,9,8423.82000000
Luis Tyler,Computer,2,863.26000000
Lance Huber,Tend,5,1849.30000000
Lance Huber,Parent,6,471.60000000
Leah Randolph,Good,4,2578.96000000
Leah Randolph,Rule,9,8517.24000000
Leah Randolph,Perform,1,868.62000000
Michelle Roberts,Road,8,6940.64000000
Kristina Fox,Tv,4,3970.72000000
Kristina Fox,Protect,4,1355.68000000
Kristina Fox,Adult,4,179.48000000
Kristina Fox,Ten,1,510.53000000
Kristina Fox,Take,1,67.88000000
Julie Davis,Power,4,226.48000000
Julie Davis,Goal,7,376.25000000
Julie Davis,Although,10,3724.00000000
Julie Davis,Artist,3,590.49000000
Julie Davis,Sit,4,505.36000000
Matthew Rios,Form,4,88.48000000
Matthew Rios,Us,2,699.18000000
Stephen Rodriguez,Whole,7,161.49000000
Stephen Rodriguez,Black,4,3492.56000000
Shawn Thomas,Low,3,990.06000000
Shawn Thomas,Degree,1,297.87000000
Shawn Thomas,Visit,4,2298.24000000
Billy Brown,Them,2,890.90000000
Billy Brown,Million,1,233.65000000
Billy Brown,Task,6,817.80000000
Billy Brown,Another,2,1179.98000000
Sheila Peterson,Store,4,3769.44000000
Mariah White,Along,10,8369.90000000
William Lee,Claim,6,1892.28000000
Andrew Schmidt,Hear,2,183.82000000
Jacqueline Duncan,Popular,6,1607.76000000
Jacqueline Duncan,Away,3,1761.33000000
Jacqueline Duncan,Increase,6,5236.14000000
Jacqueline Duncan,Space,2,1320.62000000
Terrance White,Kind,9,7884.45000000
Terrance White,Child,2,1554.32000000
Terrance White,Lot,6,2465.64000000
Terrance White,Car,9,1323.45000000
Edward Estrada,Successful,5,3262.65000000
Edward Estrada,Around,6,5790.36000000
Edward Estrada,Until,10,2717.50000000
Edward Estrada,Process,5,1817.00000000
Edward Estrada,Design,9,7649.46000000
Tyler Osborne,Him,3,290.04000000
Tyler Osborne,Road,6,910.56000000
Tyler Osborne,Including,7,5030.13000000
Kimberly Ellis,It,6,5345.94000000
Kimberly Ellis,Teach,9,1234.98000000
Kimberly Ellis,Side,7,632.03000000
Kimberly Ellis,Serious,10,3936.50000000
Kimberly Ellis,Another,1,859.20000000
Dean Hurley,Change,1,734.12000000
Jennifer Walker,Stop,10,8861.60000000
Jennifer Walker,Social,2,1509.22000000
Jennifer Walker,Treatment,9,1554.93000000
Jennifer Walker,Us,4,3659.64000000
Shawn Salazar,Wonder,2,1345.06000000
Shawn Salazar,Soldier,7,2211.09000000
Shawn Salazar,Then,4,3279.40000000
Shawn Salazar,Later,5,2382.40000000
Michael Brown,Change,9,6607.08000000
Michael Brown,Center,10,5603.20000000
Michael Brown,Interest,8,1238.24000000
Michael Brown,Quite,2,926.58000000
Felicia Schultz,Change,9,3413.34000000
Felicia Schultz,See,10,585.90000000
Felicia Schultz,Blood,7,6312.95000000
Felicia Schultz,Series,10,2192.10000000
Felicia Schultz,Sit,2,252.68000000
Scott Sawyer,Perform,1,181.49000000
Scott Sawyer,Inside,10,8558.20000000
Scott Sawyer,Good,7,635.67000000
Steven Gomez,Effect,10,5238.20000000
Steven Gomez,However,2,1708.56000000
Steven Gomez,Truth,4,809.76000000
Gabriel Taylor,Main,10,4094.70000000
Gabriel Taylor,Change,3,2202.36000000
Gabriel Taylor,Situation,5,558.55000000
Nicole Johnston,Box,5,4626.15000000
Stephanie David,Information,6,4078.98000000
Stephanie David,Wall,7,2527.21000000
Stephanie David,Under,9,1902.15000000
Stephanie David,Appear,3,1211.04000000
Stephanie David,Doctor,3,2311.56000000
Darrell Petersen,Which,5,2941.65000000
Darrell Petersen,Speak,9,1920.87000000
Darrell Petersen,Event,8,376.48000000
Darrell Petersen,Measure,7,3602.06000000
Erin Jimenez,Interest,10,4413.40000000
Erin Jimenez,Degree,1,502.19000000
Edward Estrada,End,2,1686.22000000
Edward Fitzgerald,House,1,295.21000000
Edward Fitzgerald,Trip,6,226.56000000
Edward Fitzgerald,You,1,358.66000000
Edward Fitzgerald,Me,3,2052.66000000
Pam Cameron,Serve,10,3976.10000000
Dylan Lopez,Bank,7,6757.45000000
Dylan Lopez,Start,6,5714.94000000
Dylan Lopez,Contain,6,4312.56000000
David Holmes,Month,5,3258.60000000
David Holmes,Such,7,5767.30000000
David Holmes,Would,10,801.70000000
David Holmes,Bank,4,3861.40000000
Tammy Glass,Education,4,1382.04000000
Tammy Glass,Manage,6,5068.20000000
Tammy Glass,Rock,4,1394.28000000
Michael Smith,Above,9,767.43000000
Dustin Salazar,Result,6,4322.94000000
Dustin Salazar,Run,10,8011.40000000
Dustin Salazar,Economy,8,4938.00000000
Dustin Salazar,Image,3,2567.40000000
Dustin Salazar,Course,7,1237.11000000
Michael Allen,Property,4,1988.64000000
Yvonne Mcconnell,Describe,6,4102.26000000
Yvonne Mcconnell,Attorney,1,340.94000000
Amber Greene,Financial,2,397.08000000
Amber Greene,Run,2,1602.28000000
Kara Martinez,Shake,6,2931.96000000
Kara Martinez,Tonight,10,5912.60000000
Kara Martinez,Film,7,4612.44000000
Mia Wolf,Start,7,6640.34000000
Stacey Johnson,Computer,9,3884.67000000
Stacey Johnson,Little,6,2467.80000000
Michele Wheeler,Couple,5,3672.95000000
Michele Wheeler,Relationship,3,2415.96000000
Shawn Watkins,Race,6,307.68000000
Shawn Watkins,Role,10,111.90000000
Jason Garcia,Experience,9,8793.18000000
Jason Garcia,Shake,2,1020.76000000
Jason Garcia,Hotel,7,448.56000000
Jason Garcia,Under,4,845.40000000
Jason Garcia,Land,2,935.50000000
Laura Patterson,Get,3,1370.85000000
Laura Patterson,Size,1,632.68000000
Laura Patterson,Single,3,752.07000000
Laura Patterson,Per,7,1781.78000000
Dakota Lloyd,Ball,6,5943.96000000
Dakota Lloyd,Image,10,2000.70000000
Dakota Lloyd,Yet,7,6485.50000000
Michele Bush,Easy,4,2570.52000000
Michele Bush,Item,4,2458.36000000
Michele Bush,Adult,4,1405.80000000
Michele Bush,Most,1,260.54000000
Michele Bush,Response,10,8684.00000000
Susan Harrison,Bill,4,672.72000000
Susan Harrison,Issue,4,742.52000000
Susan Harrison,Up,9,8768.97000000
Susan Harrison,Miss,2,568.76000000
Stephanie Perez,Hope,1,132.54000000
Stephanie Perez,Production,9,3836.52000000
Steven Moreno,Yeah,1,895.88000000
Melissa Brock,Family,8,809.04000000
Caitlin Marshall,Possible,4,3742.04000000
Caitlin Marshall,Least,4,1698.52000000
Caitlin Marshall,Central,10,2079.20000000
Caitlin Marshall,Member,5,3239.95000000
Caitlin Marshall,Campaign,4,3372.72000000
Amanda Lynch,Stuff,7,3837.40000000
Austin Rodriguez,Parent,1,937.10000000
Derek Mahoney,Food,3,636.51000000
Derek Mahoney,Unit,1,599.29000000
Derek Mahoney,Wonder,2,1078.50000000
Derek Mahoney,Practice,10,2492.70000000
Derek Mahoney,Experience,8,5342.40000000
Karen Hill,Let,1,515.44000000
Karen Hill,Away,7,6310.43000000
Karen Hill,Campaign,10,8431.80000000
Noah Banks,Half,5,3061.05000000
Noah Banks,Everything,5,2426.45000000
Noah Banks,Child,4,3108.64000000
Noah Banks,Response,4,1085.12000000
Sally Lozano,Rather,10,1408.60000000
Sally Lozano,No,8,6565.52000000
Sally Lozano,Want,2,1570.00000000
Sally Lozano,Book,7,2686.46000000
Sally Lozano,Majority,3,1338.69000000
Christine Good,Either,4,1199.56000000
Christine Good,Space,8,5282.48000000
Christine Good,Edge,4,2097.28000000
Christine Good,Speak,2,1919.12000000
Daniel Callahan,Others,3,1750.50000000
Ryan Perez,Then,6,3837.60000000
Ryan Perez,Medical,5,2526.95000000
Norma Pennington,Outside,1,729.98000000
Norma Pennington,Water,2,89.08000000
Norma Pennington,Front,1,836.30000000
Norma Pennington,Nor,4,1894.80000000
Harold Williams,Last,7,3390.03000000
Michael Erickson,Program,5,4317.85000000
Michael Erickson,Responsibility,3,415.89000000
Michael Erickson,Race,6,3864.30000000
Michael Erickson,Vote,4,2955.24000000
Donna Snyder,Care,2,700.96000000
Donna Snyder,Put,2,1381.58000000
Donna Snyder,Form,3,2048.13000000
Mary Anderson,Such,8,5205.92000000
Kristen Garcia,Remain,9,2488.95000000
Kristen Garcia,Sense,6,542.28000000
Sandra Parker,Always,1,260.21000000
Sandra Parker,Table,8,435.84000000
Sandra Parker,Teach,5,3927.35000000
Sandra Parker,Water,9,6012.09000000
Sandra Parker,Commercial,2,1799.66000000
Samuel Barrera,Above,2,1425.24000000
Bryan Reynolds,Worry,3,407.31000000
Bryan Reynolds,Away,5,2935.55000000
Bryan Reynolds,On,2,847.24000000
Bryan Reynolds,Dark,4,1471.00000000
Bryan Reynolds,Unit,9,5393.61000000
Kristen Ryan,Sport,5,3833.50000000
Kristen Ryan,Ever,6,3536.22000000
Kristen Ryan,Soldier,1,315.87000000
Alexander Sandoval,Heart,2,1711.26000000
Alexander Sandoval,Almost,1,840.90000000
Alexander Sandoval,Sure,6,3347.58000000
Collin Green,City,7,6209.21000000
Collin Green,Next,8,7294.16000000
Collin Green,Reflect,8,1250.72000000
Collin Green,Program,7,3653.51000000
Collin Green,Accept,7,4795.07000000
Patricia Berry,Near,2,51.36000000
Patricia Berry,Including,10,4357.00000000
Patricia Berry,Determine,10,5160.00000000
Jennifer Mcdonald,Note,2,991.06000000
Jennifer Mcdonald,Think,2,180.94000000
April Blackburn,Country,7,365.82000000
April Blackburn,Group,8,6941.68000000
April Blackburn,Human,6,1873.80000000
April Blackburn,Response,2,669.68000000
Paul Rollins,Send,8,760.64000000
Paul Rollins,Second,4,1806.76000000
Paul Rollins,Foreign,2,402.92000000
George Owens,Speech,8,4763.52000000
George Owens,Medical,5,2526.95000000
George Owens,By,3,1348.83000000
George Owens,Them,2,161.24000000
Sarah Holmes,Line,2,145.86000000
Sarah Holmes,Every,9,5786.19000000
Sarah Holmes,Range,5,2571.75000000
Sarah Holmes,Produce,8,6314.48000000
Savannah Bell,There,7,4450.32000000
Savannah Bell,Work,10,1421.60000000
Savannah Bell,Detail,1,514.46000000
Savannah Bell,Shake,1,417.84000000
Savannah Bell,Everything,9,3307.50000000
Lance Robinson,Everything,5,577.65000000
Lance Robinson,Imagine,6,3453.42000000
Amanda Byrd,Measure,2,1318.72000000
Amanda Byrd,Idea,2,772.78000000
Michael Mann,Family,7,2194.71000000
Michael Mann,Perhaps,1,945.78000000
Amber Smith,Movie,4,105.04000000
Amber Smith,Remain,3,445.11000000
Amber Smith,Congress,9,671.58000000
Amber Smith,College,1,549.03000000
Amber Smith,Although,8,5033.20000000
Thomas Harris,Career,5,417.20000000
Thomas Harris,Other,8,5842.24000000
Jeremy Wilson,Member,1,145.97000000
Jeremy Wilson,Firm,2,1141.84000000
Ryan Jones,White,2,1250.52000000
Ryan Jones,How,10,6292.20000000
Ryan Jones,Someone,4,1325.44000000
Ryan Jones,Court,6,2053.50000000
Ryan Jones,International,3,2905.56000000
Aaron Thomas,Available,10,3687.50000000
Aaron Thomas,Rock,7,3811.71000000
Melissa Bowen,Central,8,4373.76000000
Melissa Bowen,Live,6,2846.10000000
Melissa Bowen,Race,9,461.52000000
Lauren Robbins,Peace,4,851.28000000
Lauren Robbins,Newspaper,10,4643.20000000
Lauren Robbins,Teach,1,137.22000000
Kevin Miller,Program,2,1727.14000000
Kevin Miller,Strong,1,785.68000000
John Irwin,Think,2,416.36000000
John Irwin,Inside,2,223.46000000
John Irwin,Production,8,6706.32000000
Renee Fox,Water,4,2672.04000000
Renee Fox,Per,5,899.45000000
Renee Fox,Spring,7,2960.37000000
Marissa Christian,Bill,1,316.81000000
Marissa Christian,Offer,1,110.45000000
Marissa Christian,Individual,7,1237.39000000
Brittney Lynch,On,5,3190.00000000
Diamond Hanson,Teach,10,1372.20000000
Kyle Reed,Him,9,8279.28000000
Kyle Reed,Modern,4,2526.04000000
Kyle Reed,Beat,5,4703.65000000
Kyle Reed,Bit,5,1125.45000000
David Rogers,Hit,4,126.08000000
Jessica Lyons,Throw,1,965.54000000
Jessica Lyons,Outside,9,2723.76000000
Jessica Lyons,Upon,6,4985.76000000
Jessica Lyons,Which,1,889.09000000
Jessica Sexton,Fine,6,4753.02000000
Jessica Sexton,Hold,10,7820.90000000
Abigail Pacheco,Dream,9,759.78000000
Abigail Pacheco,Different,7,6040.16000000
Abigail Pacheco,Job,9,3170.16000000
Abigail Pacheco,Race,9,5796.45000000
Lindsey Ferguson,Eight,8,2378.24000000
Lindsey Ferguson,Third,2,1713.78000000
Harold Harmon,Authority,5,1725.75000000
Harold Harmon,Policy,8,2022.48000000
Harold Harmon,Whose,5,2773.65000000
James Roberts,Through,8,7087.44000000
James Roberts,Pass,10,9335.10000000
James Roberts,Least,6,4832.22000000
James Roberts,Everything,5,3336.00000000
James Roberts,Member,10,1459.70000000
Malik Graves,Call,1,381.51000000
Cheryl Ochoa,Various,1,164.29000000
Cheryl Ochoa,Live,4,2935.36000000
Cheryl Ochoa,View,9,2735.01000000
Cheryl Ochoa,Relate,7,2736.09000000
Cheryl Ochoa,Yet,3,1304.16000000
Christopher Fuentes,Commercial,3,2448.06000000
Meghan Wood,Responsibility,4,554.52000000
Meghan Wood,End,7,40.74000000
Meghan Wood,Whole,2,260.20000000
Cynthia Armstrong,Around,7,6755.42000000
Cynthia Armstrong,Mr,9,8345.61000000
Cynthia Armstrong,Another,3,1882.17000000
Cynthia Armstrong,Music,6,3210.72000000
Katie Watson,Without,3,613.47000000
Brandy Carroll,Everyone,7,2027.97000000
Brandy Carroll,Imagine,6,4816.02000000
Victor Li,Good,8,384.64000000
Victor Li,Food,9,1909.53000000
Victor Li,Coach,8,2810.96000000
Katherine Johnson,Time,10,6154.00000000
Katherine Johnson,Thus,9,5696.64000000
Mark Cameron,Shoulder,1,203.51000000
Mark Cameron,Challenge,3,1685.58000000
Mark Cameron,Own,6,5755.50000000
Mark Cameron,Bad,10,9443.50000000
James Reese,Popular,10,7521.40000000
Jeffrey Ford,Rock,5,567.55000000
Jeffrey Ford,Interest,3,2325.69000000
Stephanie Mckinney,True,3,2836.83000000
Stephanie Mckinney,Floor,1,146.00000000
Jesse Brooks,Always,7,1821.47000000
Ronald Perez,Rise,10,6643.90000000
Philip Burke,Like,6,218.88000000
Philip Burke,Strong,6,4714.08000000
Philip Burke,Whatever,5,4287.50000000
Jonathan Diaz,Woman,8,6350.32000000
Jonathan Diaz,Mission,7,765.31000000
Jonathan Diaz,Draw,6,343.50000000
Amanda Coleman,Store,4,1201.24000000
Amanda Coleman,Answer,1,544.37000000
Amanda Coleman,Compare,4,1659.44000000
Ashley Richardson,Today,5,2807.10000000
James Hughes,Available,4,2649.52000000
James Hughes,What,1,968.43000000
Louis Williams,Capital,10,633.50000000
Louis Williams,National,2,332.30000000
Louis Williams,Measure,7,3602.06000000
Louis Williams,News,7,6759.97000000
Louis Williams,Same,5,4404.60000000
Jimmy Ford,Nearly,5,454.40000000
Jimmy Ford,Next,4,1504.44000000
Jimmy Ford,Ability,6,2028.24000000
Jimmy Ford,Ball,3,2511.54000000
Laura Watts,Us,3,1048.77000000
Laura Watts,Bring,9,6406.74000000
Laura Watts,Ago,1,191.29000000
Laura Watts,On,2,847.24000000
Laura Watts,Lawyer,8,2560.88000000
Patricia Mckinney,Per,1,179.89000000
Stephanie Lewis,Writer,10,1642.80000000
Amy Young,Soldier,4,1263.48000000
Jerry Wright,Important,3,1923.51000000
Jerry Wright,Figure,2,38.70000000
Jerry Wright,Idea,1,5.22000000
Kevin Flynn,Specific,3,1768.65000000
Mathew Gibbs,Five,2,1204.80000000
Antonio Clark,Nothing,4,1878.76000000
Antonio Clark,Must,4,1466.68000000
Sara Williams,Risk,1,72.94000000
Sara Williams,Tend,9,6632.46000000
Sara Williams,Small,1,995.95000000
Brandon Anderson,Far,5,4578.70000000
Brandon Anderson,Avoid,6,559.02000000
Brandon Anderson,Memory,3,1449.03000000
Zachary Jones,Large,6,1260.78000000
Zachary Jones,Difference,7,5778.50000000
Zachary Jones,Fund,3,2908.92000000
Zachary Jones,Us,7,4105.71000000
Kelsey Smith,Set,4,555.00000000
Kelsey Smith,Keep,10,3356.20000000
Christina Garcia,Take,9,3267.45000000
Christina Garcia,Media,7,4117.19000000
Christina Garcia,Whether,7,5906.88000000
Christina Garcia,Actually,9,5074.02000000
Jeffrey Tapia,Quickly,1,601.26000000
Jeffrey Tapia,Experience,1,681.38000000
Jeffrey Tapia,Different,7,5860.68000000
Jeffrey Tapia,Official,5,2168.35000000
Douglas Heath,Read,6,1455.72000000
Alan Lee,Beyond,8,4570.88000000
Alan Lee,Water,8,2176.08000000
Alan Lee,Experience,2,1693.66000000
Alan Lee,Half,2,1030.68000000
Anne Chandler,Agreement,1,339.17000000
Anne Chandler,Must,4,2271.04000000
Anne Chandler,Author,7,6375.25000000
Denise Hernandez,Sure,6,3438.72000000
Denise Hernandez,Drug,9,7606.80000000
Denise Hernandez,Street,7,6083.42000000
Karen Phillips,Ball,1,837.18000000
Karen Phillips,Lay,5,1282.95000000
Eric Orozco,Serve,3,376.38000000
Eric Orozco,Hit,10,438.30000000
Eric Orozco,Including,9,5933.70000000
John Valenzuela,Look,1,250.59000000
Margaret Valdez,Population,5,399.60000000
Michael Mahoney,Past,7,3614.52000000
Michael Mahoney,Teacher,10,2730.30000000
Michael Mahoney,Country,8,6548.56000000
Michael Mahoney,Him,6,3158.22000000
Jared Terry,Tell,2,920.72000000
Jared Terry,Out,6,1124.76000000
Robert Torres,Main,4,1637.88000000
Robert Torres,Stop,2,1772.32000000
Krista Mason,Size,3,1898.04000000
Krista Mason,Family,2,790.14000000
Krista Mason,Better,6,3591.30000000
Krista Mason,Step,9,2235.33000000
Michael Harrison,Win,7,1797.04000000
Louis Contreras,Over,4,967.80000000
Louis Contreras,Defense,4,1507.40000000
Louis Contreras,Across,6,2022.24000000
Louis Contreras,Race,2,1288.10000000
Louis Contreras,Over,7,4618.88000000
Jennifer Morris,Idea,3,2137.86000000
Jennifer Morris,After,9,8999.37000000
Jennifer Morris,Few,5,2037.30000000
Jennifer Morris,Tax,1,211.99000000
Jason Frazier,Idea,4,1545.56000000
Jason Frazier,Central,6,1247.52000000
Joe Mahoney,Tv,8,6307.52000000
Joe Mahoney,Sure,2,501.48000000
Joe Mahoney,Fall,9,5641.56000000
Joe Mahoney,Black,6,4681.86000000
Manuel Torres,Ability,8,6139.52000000
Manuel Torres,Answer,4,2509.24000000
Diane Powers,History,5,4991.00000000
Diane Powers,Him,9,5110.92000000
Diane Powers,Imagine,8,6421.36000000
Diane Powers,Hold,5,580.50000000
Diane Powers,Medical,8,4043.12000000
Sara Hammond,Type,8,3542.48000000
Sara Hammond,Forward,9,2136.15000000
Sara Hammond,Affect,8,6963.12000000
Sara Hammond,Mr,7,635.46000000
Sara Hammond,Work,2,284.32000000
Michele Hudson,Image,9,1800.63000000
Michele Hudson,Audience,10,6244.00000000
Michele Hudson,Bill,5,3565.00000000
Timothy Pearson,Anyone,2,834.86000000
Melissa Burke,Structure,8,2067.20000000
Melissa Burke,Study,4,552.60000000
Melissa Burke,Idea,6,3151.14000000
Melissa Burke,Growth,10,7861.10000000
Melissa Burke,Source,5,4547.95000000
Erika Walker,Source,4,3638.36000000
Erika Walker,Media,5,1708.45000000
Erika Walker,Although,4,2516.60000000
Courtney Hayes,Less,5,4158.30000000
Courtney Hayes,Look,1,725.43000000
Courtney Hayes,Artist,6,4506.06000000
Christina Sanders,Rock,3,1633.59000000
Joseph Hughes,Clear,9,4474.26000000
Joseph Hughes,Appear,7,340.55000000
Joseph Hughes,Course,8,6523.68000000
Joseph Hughes,Whose,10,7234.10000000
Kristin Roberson,Cold,5,4809.45000000
Cindy Smith,Store,7,2102.17000000
Whitney Robles,White,2,717.36000000
Whitney Robles,North,3,1012.05000000
Whitney Robles,Hot,9,109.71000000
Whitney Robles,Student,3,870.66000000
Whitney Robles,Course,8,1588.96000000
Duane Thomas,Control,6,2917.38000000
Duane Thomas,Similar,2,1928.64000000
Duane Thomas,Democratic,6,5115.42000000
Duane Thomas,Center,5,3687.00000000
Duane Thomas,Long,7,242.06000000
John Ho,Generation,8,7534.88000000
John Ho,Above,1,301.89000000
John Ho,Dark,8,2942.00000000
John Ho,Difference,9,5345.28000000
Justin Hensley,Low,6,1980.12000000
Michelle Johnson,Attack,9,2459.79000000
Michelle Johnson,House,10,4867.40000000
Michelle Johnson,Animal,4,1919.68000000
Brian Camacho,Thus,9,491.85000000
Brian Camacho,Recent,6,1569.60000000
Brian Camacho,Stage,9,1258.11000000
Deborah Wright,Trade,10,5930.00000000
David Quinn,Difference,8,6604.00000000
David Quinn,Dog,6,241.26000000
David Quinn,Window,7,75.53000000
Rachael Welch,Store,5,4711.80000000
Rachael Welch,Artist,10,8128.50000000
Rachael Welch,Someone,9,5842.44000000
Rachael Welch,Traditional,2,630.38000000
Rachael Welch,Behind,6,2956.92000000
Wendy Glover,Stay,8,6385.76000000
Wendy Glover,Response,6,1627.68000000
Stephen Hatfield,Trip,2,870.62000000
Stephen Hatfield,Assume,6,985.92000000
Stephen Hatfield,Describe,10,3756.60000000
Stephen Hatfield,Show,1,642.72000000
Stephen Hatfield,On,10,3001.70000000
Jennifer Garcia,Own,8,7674.00000000
Jennifer Garcia,Social,8,6036.88000000
Jennifer Garcia,Chance,7,3180.17000000
Christian Liu,Here,2,475.88000000
Christian Liu,See,7,410.13000000
Thomas Hernandez,Girl,1,835.49000000
Thomas Hernandez,Pay,5,2056.60000000
Thomas Hernandez,Administration,5,4920.65000000
Thomas Hernandez,Join,2,781.78000000
Sean Nicholson,Ball,1,837.18000000
Sean Nicholson,Our,1,374.38000000
Sean Nicholson,Finally,8,5942.56000000
Sean Nicholson,Ahead,2,359.62000000
Felicia Gonzalez,Seven,2,1977.62000000
Felicia Gonzalez,International,8,2501.04000000
Felicia Gonzalez,Product,2,1405.62000000
Felicia Gonzalez,Return,10,3242.70000000
Ashley Williams,Wall,4,2710.12000000
Ashley Williams,Wrong,9,6645.69000000
Ashley Williams,Idea,2,772.78000000
Ashley Williams,Remember,4,729.64000000
Ashley Williams,Million,1,53.90000000
Joshua Anderson,Family,10,3950.70000000
Michelle Barnes,Phone,2,350.48000000
Michelle Barnes,Why,1,630.38000000
Megan Davis,Build,1,245.81000000
Megan Davis,Sort,4,573.52000000
Megan Davis,Job,9,3170.16000000
Megan Davis,Wall,2,722.06000000
Megan Davis,Already,8,7451.12000000
Amy Le,Group,3,2706.18000000
Patrick Carter,Watch,7,4260.76000000
Patrick Carter,Bring,8,984.48000000
Patrick Carter,Where,4,511.44000000
Patrick Carter,Dark,7,4618.74000000
Patrick Carter,Appear,3,1211.04000000
James Fleming,Cultural,10,678.30000000
James Fleming,Avoid,8,745.36000000
Bill Hill,Chance,9,4088.79000000
Bill Hill,Already,4,3925.40000000
Bill Hill,Speak,5,4797.80000000
Bill Hill,Today,5,2807.10000000
Debra Edwards,Time,3,1846.20000000
Kevin Chavez,Audience,1,946.69000000
Kevin Chavez,Name,4,1284.60000000
Kevin Chavez,Road,1,762.13000000
Kevin Chavez,Up,1,766.19000000
Kevin Chavez,Manage,4,3378.80000000
Troy Hines,Door,7,6546.82000000
Troy Hines,Tonight,4,2365.04000000
Jeffrey Garcia,Guy,8,1106.32000000
Jeffrey Garcia,Manage,7,2210.32000000
Jeffrey Garcia,Moment,3,2308.89000000
Jeffrey Garcia,Financial,6,1191.24000000
Jacqueline Duncan,Election,8,2374.64000000
Debra Edwards,Eat,6,1602.18000000
Curtis Jones,Leg,4,1139.28000000
Jacob Warren,Us,3,1702.11000000
Jacob Warren,Sure,4,2024.20000000
Jacob Warren,Approach,6,3716.76000000
Jacob Warren,Carry,3,1539.12000000
Jacob Warren,Along,3,383.10000000
Jasmin Doyle,Pay,4,1645.28000000
Jasmin Doyle,Social,8,6036.88000000
Jasmin Doyle,Inside,5,4439.80000000
Robert Chandler,Administration,1,769.90000000
Robert Chandler,Out,1,646.69000000
James Schaefer,Good,1,90.81000000
Michelle Jenkins,Large,3,2274.00000000
Deborah Greene,Firm,2,1979.42000000
Deborah Greene,Close,3,86.04000000
Maria King,Sport,1,523.68000000
Maria King,Network,3,1618.47000000
Maria King,Bag,9,5654.79000000
Maria King,Spring,6,2537.46000000
Maria King,Man,4,2579.32000000
Dawn Owens,Something,10,3167.80000000
Dawn Owens,Investment,2,1458.96000000
Dawn Owens,Write,5,4012.40000000
Dawn Owens,Low,4,1320.08000000
Dawn Owens,Prove,7,5872.23000000
Bryan White,Soon,10,5944.00000000
Margaret Green,Public,7,2591.68000000
Margaret Green,Pick,9,4095.63000000
Margaret Green,Safe,6,468.06000000
Margaret Green,Computer,9,5489.82000000
Margaret Green,Eight,4,1590.56000000
April Garcia,Table,6,5664.12000000
April Garcia,Bank,4,3788.36000000
Kyle Gibson,Call,6,4646.52000000
Kyle Gibson,Sure,7,3542.35000000
Kyle Gibson,Significant,2,1146.90000000
Daniel Dodson,Rock,7,2075.57000000
Daniel Dodson,Take,1,67.88000000
Timothy West,Fish,8,5292.48000000
Timothy West,Show,8,5141.76000000
Timothy West,Spring,4,3787.40000000
Timothy West,Safe,4,312.04000000
Ann Sheppard,Property,6,1758.18000000
Ann Sheppard,Cost,3,2996.10000000
Travis Mccullough,Reach,8,1288.64000000
Travis Mccullough,Court,4,1369.00000000
Craig Sanchez,Produce,5,1239.90000000
Craig Sanchez,But,8,1184.72000000
Craig Sanchez,War,3,424.17000000
Craig Sanchez,If,3,2966.40000000
Craig Sanchez,Down,10,5087.70000000
Dalton Russell,Other,4,3890.24000000
Dalton Russell,Popular,1,415.35000000
Dalton Russell,Quite,6,2150.52000000
Dalton Russell,Low,8,4822.96000000
Scott Owens,Store,10,5543.00000000
Melanie Morton,Audience,2,926.60000000
Melanie Morton,Condition,5,2129.35000000
Melanie Morton,Process,1,363.40000000
Melanie Morton,Dark,8,5278.56000000
Tiffany Weaver,Speak,6,4241.16000000
Tiffany Weaver,High,7,6964.51000000
Tiffany Weaver,Pick,5,3126.50000000
Tiffany Weaver,World,4,3517.52000000
Tiffany Weaver,Lay,1,256.59000000
Edward Anderson,Pressure,7,6491.94000000
Lindsay Bryan,Surface,1,76.93000000
John Macdonald,Professional,2,537.60000000
John Macdonald,Writer,7,3335.64000000
Brittany Ramirez,Attack,2,546.62000000
Brittany Ramirez,Record,2,640.38000000
Brittany Ramirez,Current,2,191.16000000
Brittany Ramirez,Second,8,6596.48000000
Brittany Ramirez,My,3,2580.06000000
Stacey Smith,Way,8,4620.32000000
Stacey Smith,Room,1,111.69000000
Stacey Smith,Middle,9,2106.54000000
Stacey Smith,Charge,1,794.19000000
Stacey Smith,Central,10,2079.20000000
Paul Williams,See,9,3908.61000000
Paul Williams,Painting,1,12.39000000
Nancy Leblanc,Book,6,1492.62000000
Nancy Leblanc,Lose,7,1805.44000000
Nancy Leblanc,Personal,2,210.42000000
Nancy Leblanc,Year,5,1760.60000000
Nancy Leblanc,Note,4,2568.68000000
Linda Chandler,East,2,445.44000000
Linda Chandler,Human,5,234.90000000
Rachel Lambert,Door,3,697.02000000
Rachel Lambert,Near,2,1769.70000000
Rachel Lambert,Another,5,189.30000000
Rachel Lambert,Team,10,9726.20000000
Lindsey Macias,Why,1,732.63000000
Lindsey Macias,Surface,7,1607.20000000
Lindsey Macias,Information,5,3312.85000000
